Singh, Ajay P	13
Shibuya, Keiko	13
Sharma, Rajni	13
Schuller, Hildegard M	13
Schmidt, J	13
Schatzkin, Arthur	13
Sarr, M G	13
Ryozawa, Shomei	13
Rubio-Viqueira, Belen	13
Roy, Indrajit	13
Riess, H	13
Prasad, Paras N	13
Postier, Russell G	13
Peters, Godefridus J	13
Pasca di Magliano, Marina	13
Panucci, A	13
Panico, Salvatore	13
Pajic, Marina	13
Okamoto, Atsutake	13
Ochi, Nobuo	13
Novelli, Francesco	13
Nonami, T	13
Nakazawa, Takahiro	13
Nakajima, S	13
Nakajima, Atsushi	13
Nakagohri, Toshio	13
Müller-Pillasch, F	13
Müller, J M	13
Mulvihill, Sean J	13
Moriyasu, Fuminori	13
Morgan, Meredith A	13
Milella, Michele	13
Mendelsohn, Julie B	13
Matthaei, Hanno	13
Martin, Robert C G	13
Manjer, Jonas	13
Mambrini, Andrea	13
Macdonald, J S	13
Löhr, J-Matthias	13
Li, Lei	13
Kurosawa, Michiko	13
Ku, Yonson	13
Krasinskas, Alyssa M	13
Kojima, Takashi	13
Kobayashi, H	13
Kitagawa, M	13
Kindler, Hedy Lee	13
Kimmelman, Alec C	13
Keleg, Shereen	13
Kayashima, Tadashi	13
Kameyama, M	13
Kabuto, T	13
Johansen, Dorthe	13
Jiang, Hua	13
Ji, Baoan	13
Itokawa, Fumihide	13
Ito, Hiromichi	13
Ichikawa, Yasushi	13
Hotz, Hubert G	13
Hotz, Birgit	13
Hosotani, Ryo	13
Hoover, Robert N	13
Hirata, K	13
Hiraoka, Nobuyoshi	13
Hiraoka, Masahiro	13
Heo, Jin Seok	13
Hebrok, Matthias	13
Hayashi, Hironori	13
Hatori, Takashi	13
Gold, David V	13
Go, V L	13
Gallmeier, Eike	13
Fujiwara, Yuki	13
Freeman, James W	13
Frampton, Adam E	13
Ekbom, A	13
Egami, Takuya	13
Donadelli, Massimo	13
Dobelbower, R R	13
Di Carlo, Valerio	13
Dervenis, Christos	13
Demir, Ihsan Ekin	13
Couch, Fergus J	13
Clark, Jeffrey W	13
Chikamoto, Akira	13
Chen, Wei	13
Chen, Jian	13
Cascinu, Stefano	13
Canto, Marcia I	13
Callery, Mark P	13
Bramhall, S R	13
Bournet, Barbara	13
Borges, Michael	13
Bisht, Savita	13
Bharadwaj, Uddalak	13
Apte, Minoti V	13
Andrén-Sandberg, Ake	13
An, Yong	13
Algül, Hana	13
Aishima, Shinichi	13
Abe, Tadayoshi	13
de Wilde, Roeland F	12
Zalatnai, A	12
Zagon, Ian S	12
Yasuda, Ichiro	12
Yamanaka, Y	12
Yamamoto, Tomohisa	12
Yamamoto, Kazuhide	12
Yamada, Y	12
Yamada, Tesshi	12
Yamada, Shigeru	12
Xu, Ze-Kuan	12
Xu, Kecheng	12
Wilson, Jeremy S	12
Wiedenmann, B	12
Watanabe, T	12
Wang, Yufeng	12
Wang, Xiuchao	12
Wang, L	12
Wang, Hui	12
Wactawski-Wende, Jean	12
Von Hoff, D D	12
Ueno, Shinichi	12
Ueno, Makoto	12
Tzeng, Ching-Wei D	12
Tytgat, G N	12
Tsuji, S	12
Tsai, Susan	12
Tran Cao, Hop S	12
Taylor, Philip R	12
Tanemura, Masahiro	12
Tanaka, Hiroshi	12
Săftoiu, Adrian	12
Szmitkowski, Maciej	12
Suzuki, Y	12
Shimizu, Yasuhiro	12
Shiba, Hiroaki	12
Sen, Subrata	12
Scheithauer, Werner	12
Sawada, Tetsuji	12
Sawada, Norimasa	12
Salvia, Roberto	12
Sakamoto, Michiie	12
Ryschich, Eduard	12
Rhim, Andrew D	12
Real, F X	12
Rao, Chinthalapally V	12
Pitt, Henry A	12
Pitt, H A	12
Permert, Johan	12
Pelzer, Uwe	12
Pasquali, Claudio	12
Olino, Kelly	12
Okazaki, Kazuichi	12
